,Match_ID,Unique_Team_ID,Unique_Team,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,KaderHome,AvgAgeHome,ForeignPlayersHome,OverallMarketValueHome,AvgMarketValueHome,StadiumCapacity
1091,1109,3,Leverkusen,D1,2011,2011-08-27,Leverkusen,Dortmund,0,0,D,29,23,9,151100000,5210000,30210
1092,1273,3,Leverkusen,D1,2011,2011-09-09,Augsburg,Leverkusen,1,4,A,29,23,9,151100000,5210000,30210
1093,1188,3,Leverkusen,D1,2011,2011-09-17,Leverkusen,FC Koln,1,4,A,29,23,9,151100000,5210000,30210
1094,1262,3,Leverkusen,D1,2011,2011-09-24,Bayern Munich,Leverkusen,3,0,H,29,23,9,151100000,5210000,30210
1095,1469,3,Leverkusen,D1,2011,2011-10-01,Leverkusen,Wolfsburg,3,1,H,29,23,9,151100000,5210000,30210
1096,1274,3,Leverkusen,D1,2011,2011-10-15,M'gladbach,Leverkusen,2,2,D,29,23,9,151100000,5210000,30210
1097,1305,3,Leverkusen,D1,2011,2011-10-23,Leverkusen,Schalke 04,0,1,A,29,23,9,151100000,5210000,30210
1098,1277,3,Leverkusen,D1,2011,2011-10-28,Freiburg,Leverkusen,0,1,A,29,23,9,151100000,5210000,30210
1099,1226,3,Leverkusen,D1,2011,2011-11-05,Leverkusen,Hamburg,2,2,D,29,23,9,151100000,5210000,30210
1100,1265,3,Leverkusen,D1,2011,2011-11-18,Kaiserslautern,Leverkusen,0,2,A,29,23,9,151100000,5210000,30210
1101,1263,3,Leverkusen,D1,2011,2011-11-26,Hertha,Leverkusen,3,3,D,29,23,9,151100000,5210000,30210
1102,1640,3,Leverkusen,D1,2011,2011-12-02,Leverkusen,Hoffenheim,2,0,H,29,23,9,151100000,5210000,30210
1103,1275,3,Leverkusen,D1,2011,2011-12-10,Hannover,Leverkusen,0,0,D,29,23,9,151100000,5210000,30210
1104,1284,3,Leverkusen,D1,2011,2011-12-17,Leverkusen,Nurnberg,0,3,A,29,23,9,151100000,5210000,30210
1105,1422,3,Leverkusen,D1,2011,2012-01-22,Leverkusen,Mainz,3,2,H,29,23,9,151100000,5210000,30210
1106,1272,3,Leverkusen,D1,2011,2012-01-28,Werder Bremen,Leverkusen,1,1,D,29,23,9,151100000,5210000,30210
1107,1318,3,Leverkusen,D1,2011,2012-02-04,Leverkusen,Stuttgart,2,2,D,29,23,9,151100000,5210000,30210
1108,1268,3,Leverkusen,D1,2011,2012-02-11,Dortmund,Leverkusen,1,0,H,29,23,9,151100000,5210000,30210
1109,1631,3,Leverkusen,D1,2011,2012-02-18,Leverkusen,Augsburg,4,1,H,29,23,9,151100000,5210000,30210
1110,1269,3,Leverkusen,D1,2011,2012-02-25,FC Koln,Leverkusen,0,2,A,29,23,9,151100000,5210000,30210
1111,1103,3,Leverkusen,D1,2011,2012-03-03,Leverkusen,Bayern Munich,2,0,H,29,23,9,151100000,5210000,30210
1112,1271,3,Leverkusen,D1,2011,2012-03-10,Wolfsburg,Leverkusen,3,2,H,29,23,9,151100000,5210000,30210
1113,1483,3,Leverkusen,D1,2011,2012-03-17,Leverkusen,M'gladbach,1,2,A,29,23,9,151100000,5210000,30210
1114,1264,3,Leverkusen,D1,2011,2012-03-24,Schalke 04,Leverkusen,2,0,H,29,23,9,151100000,5210000,30210
1115,1206,3,Leverkusen,D1,2011,2012-03-31,Leverkusen,Freiburg,0,2,A,29,23,9,151100000,5210000,30210
1116,1267,3,Leverkusen,D1,2011,2012-04-08,Hamburg,Leverkusen,1,1,D,29,23,9,151100000,5210000,30210
1117,1234,3,Leverkusen,D1,2011,2012-04-11,Leverkusen,Kaiserslautern,3,1,H,29,23,9,151100000,5210000,30210
1118,1410,3,Leverkusen,D1,2011,2012-04-14,Leverkusen,Hertha,3,3,D,29,23,9,151100000,5210000,30210
1119,1266,3,Leverkusen,D1,2011,2012-04-21,Hoffenheim,Leverkusen,0,1,A,29,23,9,151100000,5210000,30210
1120,1372,3,Leverkusen,D1,2011,2012-04-28,Leverkusen,Hannover,1,0,H,29,23,9,151100000,5210000,30210
1121,1270,3,Leverkusen,D1,2011,2012-05-05,Nurnberg,Leverkusen,1,4,A,29,23,9,151100000,5210000,30210
1122,1858,3,Leverkusen,D1,2012,2012-08-25,Ein Frankfurt,Leverkusen,2,1,H,32,23,11,115900000,3620000,30210
1123,1811,3,Leverkusen,D1,2012,2012-09-01,Leverkusen,Freiburg,2,0,H,32,23,11,115900000,3620000,30210
1124,1868,3,Leverkusen,D1,2012,2012-09-15,Dortmund,Leverkusen,3,0,H,32,23,11,115900000,3620000,30210
1125,2076,3,Leverkusen,D1,2012,2012-09-23,Leverkusen,M'gladbach,1,1,D,32,23,11,115900000,3620000,30210
1126,1863,3,Leverkusen,D1,2012,2012-09-26,Augsburg,Leverkusen,1,3,A,32,23,11,115900000,3620000,30210
1127,2102,3,Leverkusen,D1,2012,2012-09-29,Leverkusen,Greuther Furth,2,0,H,32,23,11,115900000,3620000,30210
1128,1861,3,Leverkusen,D1,2012,2012-10-07,Stuttgart,Leverkusen,2,2,D,32,23,11,115900000,3620000,30210
1129,1998,3,Leverkusen,D1,2012,2012-10-20,Leverkusen,Mainz,2,2,D,32,23,11,115900000,3620000,30210
1130,1859,3,Leverkusen,D1,2012,2012-10-28,Bayern Munich,Leverkusen,1,2,A,32,23,11,115900000,3620000,30210
1131,2279,3,Leverkusen,D1,2012,2012-11-04,Leverkusen,Fortuna Dusseldorf,3,2,H,32,23,11,115900000,3620000,30210
1132,1871,3,Leverkusen,D1,2012,2012-11-11,Wolfsburg,Leverkusen,3,1,H,32,23,11,115900000,3620000,30210
1133,1895,3,Leverkusen,D1,2012,2012-11-17,Leverkusen,Schalke 04,2,0,H,32,23,11,115900000,3620000,30210
1134,1866,3,Leverkusen,D1,2012,2012-11-25,Hoffenheim,Leverkusen,1,2,A,32,23,11,115900000,3620000,30210
1135,1869,3,Leverkusen,D1,2012,2012-11-28,Werder Bremen,Leverkusen,1,4,A,32,23,11,115900000,3620000,30210
1136,1886,3,Leverkusen,D1,2012,2012-12-01,Leverkusen,Nurnberg,1,0,H,32,23,11,115900000,3620000,30210
1137,1870,3,Leverkusen,D1,2012,2012-12-09,Hannover,Leverkusen,3,2,H,32,23,11,115900000,3620000,30210
1138,1834,3,Leverkusen,D1,2012,2012-12-15,Leverkusen,Hamburg,3,0,H,32,23,11,115900000,3620000,30210
1139,1784,3,Leverkusen,D1,2012,2013-01-19,Leverkusen,Ein Frankfurt,3,1,H,32,23,11,115900000,3620000,30210
1140,1872,3,Leverkusen,D1,2012,2013-01-26,Freiburg,Leverkusen,0,0,D,32,23,11,115900000,3620000,30210
1141,1730,3,Leverkusen,D1,2012,2013-02-03,Leverkusen,Dortmund,2,3,A,32,23,11,115900000,3620000,30210
1142,1857,3,Leverkusen,D1,2012,2013-02-09,M'gladbach,Leverkusen,3,3,D,32,23,11,115900000,3620000,30210
1143,2199,3,Leverkusen,D1,2012,2013-02-16,Leverkusen,Augsburg,2,1,H,32,23,11,115900000,3620000,30210
1144,1867,3,Leverkusen,D1,2012,2013-02-24,Greuther Furth,Leverkusen,0,0,D,32,23,11,115900000,3620000,30210
1145,1910,3,Leverkusen,D1,2012,2013-03-02,Leverkusen,Stuttgart,2,1,H,32,23,11,115900000,3620000,30210
1146,1860,3,Leverkusen,D1,2012,2013-03-09,Mainz,Leverkusen,1,0,H,32,23,11,115900000,3620000,30210
1147,1720,3,Leverkusen,D1,2012,2013-03-16,Leverkusen,Bayern Munich,1,2,A,32,23,11,115900000,3620000,30210
1148,1865,3,Leverkusen,D1,2012,2013-03-30,Fortuna Dusseldorf,Leverkusen,1,4,A,32,23,11,115900000,3620000,30210
1149,2047,3,Leverkusen,D1,2012,2013-04-06,Leverkusen,Wolfsburg,1,1,D,32,23,11,115900000,3620000,30210
1150,1862,3,Leverkusen,D1,2012,2013-04-13,Schalke 04,Leverkusen,2,2,D,32,23,11,115900000,3620000,30210
1151,2225,3,Leverkusen,D1,2012,2013-04-20,Leverkusen,Hoffenheim,5,0,H,32,23,11,115900000,3620000,30210
1152,1940,3,Leverkusen,D1,2012,2013-04-27,Leverkusen,Werder Bremen,1,0,H,32,23,11,115900000,3620000,30210
1153,1864,3,Leverkusen,D1,2012,2013-05-04,Nurnberg,Leverkusen,0,2,A,32,23,11,115900000,3620000,30210
1154,1960,3,Leverkusen,D1,2012,2013-05-11,Leverkusen,Hannover,3,1,H,32,23,11,115900000,3620000,30210
1155,1873,3,Leverkusen,D1,2012,2013-05-18,Hamburg,Leverkusen,0,1,A,32,23,11,115900000,3620000,30210
1156,2414,3,Leverkusen,D1,2013,2013-08-10,Leverkusen,Freiburg,3,1,H,33,24,14,141850000,4300000,30210
1157,2482,3,Leverkusen,D1,2013,2013-08-17,Stuttgart,Leverkusen,0,1,A,33,24,14,141850000,4300000,30210
1158,2678,3,Leverkusen,D1,2013,2013-08-24,Leverkusen,M'gladbach,4,2,H,33,24,14,141850000,4300000,30210
1159,2475,3,Leverkusen,D1,2013,2013-08-31,Schalke 04,Leverkusen,2,0,H,33,24,14,141850000,4300000,30210
1160,2656,3,Leverkusen,D1,2013,2013-09-14,Leverkusen,Wolfsburg,3,1,H,33,24,14,141850000,4300000,30210
1161,2476,3,Leverkusen,D1,2013,2013-09-21,Mainz,Leverkusen,1,4,A,33,24,14,141850000,4300000,30210
1162,2587,3,Leverkusen,D1,2013,2013-09-28,Leverkusen,Hannover,2,0,H,33,24,14,141850000,4300000,30210
1163,2332,3,Leverkusen,D1,2013,2013-10-05,Leverkusen,Bayern Munich,1,1,D,33,24,14,141850000,4300000,30210
1164,2469,3,Leverkusen,D1,2013,2013-10-18,Hoffenheim,Leverkusen,1,2,A,33,24,14,141850000,4300000,30210
1165,2817,3,Leverkusen,D1,2013,2013-10-26,Leverkusen,Augsburg,2,1,H,33,24,14,141850000,4300000,30210
1166,2471,3,Leverkusen,D1,2013,2013-11-02,Braunschweig,Leverkusen,1,0,H,33,24,14,141850000,4300000,30210
1167,2429,3,Leverkusen,D1,2013,2013-11-09,Leverkusen,Hamburg,5,3,H,33,24,14,141850000,4300000,30210
1168,2485,3,Leverkusen,D1,2013,2013-11-23,Hertha,Leverkusen,0,1,A,33,24,14,141850000,4300000,30210
1169,2491,3,Leverkusen,D1,2013,2013-11-30,Leverkusen,Nurnberg,3,0,H,33,24,14,141850000,4300000,30210
1170,2483,3,Leverkusen,D1,2013,2013-12-07,Dortmund,Leverkusen,0,1,A,33,24,14,141850000,4300000,30210
1171,2368,3,Leverkusen,D1,2013,2013-12-15,Leverkusen,Ein Frankfurt,0,1,A,33,24,14,141850000,4300000,30210
1172,2479,3,Leverkusen,D1,2013,2013-12-21,Werder Bremen,Leverkusen,1,0,H,33,24,14,141850000,4300000,30210
1173,2481,3,Leverkusen,D1,2013,2014-01-25,Freiburg,Leverkusen,3,2,H,33,24,14,141850000,4300000,30210
1174,2520,3,Leverkusen,D1,2013,2014-02-01,Leverkusen,Stuttgart,2,1,H,33,24,14,141850000,4300000,30210
1175,2472,3,Leverkusen,D1,2013,2014-02-07,M'gladbach,Leverkusen,0,1,A,33,24,14,141850000,4300000,30210
1176,2516,3,Leverkusen,D1,2013,2014-02-15,Leverkusen,Schalke 04,1,2,A,33,24,14,141850000,4300000,30210
1177,2480,3,Leverkusen,D1,2013,2014-02-22,Wolfsburg,Leverkusen,3,1,H,33,24,14,141850000,4300000,30210
1178,2614,3,Leverkusen,D1,2013,2014-03-01,Leverkusen,Mainz,0,1,A,33,24,14,141850000,4300000,30210
1179,2470,3,Leverkusen,D1,2013,2014-03-08,Hannover,Leverkusen,1,1,D,33,24,14,141850000,4300000,30210
1180,2473,3,Leverkusen,D1,2013,2014-03-15,Bayern Munich,Leverkusen,2,1,H,33,24,14,141850000,4300000,30210
1181,2834,3,Leverkusen,D1,2013,2014-03-23,Leverkusen,Hoffenheim,2,3,A,33,24,14,141850000,4300000,30210
1182,2474,3,Leverkusen,D1,2013,2014-03-26,Augsburg,Leverkusen,1,3,A,33,24,14,141850000,4300000,30210
1183,2761,3,Leverkusen,D1,2013,2014-03-29,Leverkusen,Braunschweig,1,1,D,33,24,14,141850000,4300000,30210
1184,2484,3,Leverkusen,D1,2013,2014-04-04,Hamburg,Leverkusen,2,1,H,33,24,14,141850000,4300000,30210
1185,2588,3,Leverkusen,D1,2013,2014-04-13,Leverkusen,Hertha,2,1,H,33,24,14,141850000,4300000,30210
1186,2477,3,Leverkusen,D1,2013,2014-04-20,Nurnberg,Leverkusen,1,4,A,33,24,14,141850000,4300000,30210
1187,2348,3,Leverkusen,D1,2013,2014-04-26,Leverkusen,Dortmund,2,2,D,33,24,14,141850000,4300000,30210
1188,2478,3,Leverkusen,D1,2013,2014-05-03,Ein Frankfurt,Leverkusen,0,2,A,33,24,14,141850000,4300000,30210
1189,2538,3,Leverkusen,D1,2013,2014-05-10,Leverkusen,Werder Bremen,2,1,H,33,24,14,141850000,4300000,30210
1190,3078,3,Leverkusen,D1,2014,2014-08-23,Dortmund,Leverkusen,0,2,A,26,24,14,166550000,6410000,30210
1191,3188,3,Leverkusen,D1,2014,2014-08-30,Leverkusen,Hertha,4,2,H,26,24,14,166550000,6410000,30210
1192,3137,3,Leverkusen,D1,2014,2014-09-12,Leverkusen,Werder Bremen,3,3,D,26,24,14,166550000,6410000,30210
1193,3074,3,Leverkusen,D1,2014,2014-09-21,Wolfsburg,Leverkusen,4,1,H,26,24,14,166550000,6410000,30210
1194,3382,3,Leverkusen,D1,2014,2014-09-24,Leverkusen,Augsburg,1,0,H,26,24,14,166550000,6410000,30210
1195,3068,3,Leverkusen,D1,2014,2014-09-27,Freiburg,Leverkusen,0,0,D,26,24,14,166550000,6410000,30210
1196,3368,3,Leverkusen,D1,2014,2014-10-04,Leverkusen,Paderborn,2,2,D,26,24,14,166550000,6410000,30210
1197,3069,3,Leverkusen,D1,2014,2014-10-18,Stuttgart,Leverkusen,3,3,D,26,24,14,166550000,6410000,30210
1198,3112,3,Leverkusen,D1,2014,2014-10-25,Leverkusen,Schalke 04,1,0,H,26,24,14,166550000,6410000,30210
1199,3067,3,Leverkusen,D1,2014,2014-11-01,Hamburg,Leverkusen,1,0,H,26,24,14,166550000,6410000,30210
1200,3212,3,Leverkusen,D1,2014,2014-11-08,Leverkusen,Mainz,0,0,D,26,24,14,166550000,6410000,30210
1201,3065,3,Leverkusen,D1,2014,2014-11-22,Hannover,Leverkusen,1,3,A,26,24,14,166550000,6410000,30210
1202,2979,3,Leverkusen,D1,2014,2014-11-29,Leverkusen,FC Koln,5,1,H,26,24,14,166550000,6410000,30210
1203,3072,3,Leverkusen,D1,2014,2014-12-06,Bayern Munich,Leverkusen,1,0,H,26,24,14,166550000,6410000,30210
1204,3274,3,Leverkusen,D1,2014,2014-12-14,Leverkusen,M'gladbach,1,1,D,26,24,14,166550000,6410000,30210
1205,3080,3,Leverkusen,D1,2014,2014-12-17,Hoffenheim,Leverkusen,0,1,A,26,24,14,166550000,6410000,30210
1206,2972,3,Leverkusen,D1,2014,2014-12-20,Leverkusen,Ein Frankfurt,1,1,D,26,24,14,166550000,6410000,30210
1207,2951,3,Leverkusen,D1,2014,2015-01-31,Leverkusen,Dortmund,0,0,D,26,24,14,166550000,6410000,30210
1208,3073,3,Leverkusen,D1,2014,2015-02-04,Hertha,Leverkusen,0,1,A,26,24,14,166550000,6410000,30210
1209,3079,3,Leverkusen,D1,2014,2015-02-08,Werder Bremen,Leverkusen,2,1,H,26,24,14,166550000,6410000,30210
1210,3260,3,Leverkusen,D1,2014,2015-02-14,Leverkusen,Wolfsburg,4,5,A,26,24,14,166550000,6410000,30210
1211,3066,3,Leverkusen,D1,2014,2015-02-21,Augsburg,Leverkusen,2,2,D,26,24,14,166550000,6410000,30210
1212,3002,3,Leverkusen,D1,2014,2015-02-28,Leverkusen,Freiburg,1,0,H,26,24,14,166550000,6410000,30210
1213,3070,3,Leverkusen,D1,2014,2015-03-08,Paderborn,Leverkusen,0,3,A,26,24,14,166550000,6410000,30210
1214,3117,3,Leverkusen,D1,2014,2015-03-13,Leverkusen,Stuttgart,4,0,H,26,24,14,166550000,6410000,30210
1215,3077,3,Leverkusen,D1,2014,2015-03-21,Schalke 04,Leverkusen,0,1,A,26,24,14,166550000,6410000,30210
1216,3029,3,Leverkusen,D1,2014,2015-04-04,Leverkusen,Hamburg,4,0,H,26,24,14,166550000,6410000,30210
1217,3075,3,Leverkusen,D1,2014,2015-04-11,Mainz,Leverkusen,2,3,A,26,24,14,166550000,6410000,30210
1218,3179,3,Leverkusen,D1,2014,2015-04-18,Leverkusen,Hannover,4,0,H,26,24,14,166550000,6410000,30210
1219,3071,3,Leverkusen,D1,2014,2015-04-25,FC Koln,Leverkusen,1,1,D,26,24,14,166550000,6410000,30210
1220,2932,3,Leverkusen,D1,2014,2015-05-02,Leverkusen,Bayern Munich,2,0,H,26,24,14,166550000,6410000,30210
1221,3076,3,Leverkusen,D1,2014,2015-05-09,M'gladbach,Leverkusen,3,0,H,26,24,14,166550000,6410000,30210
1222,3391,3,Leverkusen,D1,2014,2015-05-16,Leverkusen,Hoffenheim,2,0,H,26,24,14,166550000,6410000,30210
1223,3064,3,Leverkusen,D1,2014,2015-05-23,Ein Frankfurt,Leverkusen,2,1,H,26,24,14,166550000,6410000,30210
1224,4023,3,Leverkusen,D1,2015,2015-08-15,Leverkusen,Hoffenheim,2,1,H,33,23,20,200750000,6080000,30210
1225,3693,3,Leverkusen,D1,2015,2015-08-22,Hannover,Leverkusen,0,1,A,33,23,20,200750000,6080000,30210
1226,3708,3,Leverkusen,D1,2015,2015-08-29,Bayern Munich,Leverkusen,3,0,H,33,23,20,200750000,6080000,30210
1227,4110,3,Leverkusen,D1,2015,2015-09-12,Leverkusen,Darmstadt,0,1,A,33,23,20,200750000,6080000,30210
1228,3699,3,Leverkusen,D1,2015,2015-09-20,Dortmund,Leverkusen,3,0,H,33,23,20,200750000,6080000,30210
1229,3830,3,Leverkusen,D1,2015,2015-09-23,Leverkusen,Mainz,1,0,H,33,23,20,200750000,6080000,30210
1230,3704,3,Leverkusen,D1,2015,2015-09-26,Werder Bremen,Leverkusen,0,3,A,33,23,20,200750000,6080000,30210
1231,4008,3,Leverkusen,D1,2015,2015-10-04,Leverkusen,Augsburg,1,1,D,33,23,20,200750000,6080000,30210
1232,3705,3,Leverkusen,D1,2015,2015-10-17,Hamburg,Leverkusen,0,0,D,33,23,20,200750000,6080000,30210
1233,3756,3,Leverkusen,D1,2015,2015-10-24,Leverkusen,Stuttgart,4,3,H,33,23,20,200750000,6080000,30210
1234,3694,3,Leverkusen,D1,2015,2015-10-31,Wolfsburg,Leverkusen,2,1,H,33,23,20,200750000,6080000,30210
1235,3616,3,Leverkusen,D1,2015,2015-11-07,Leverkusen,FC Koln,1,2,A,33,23,20,200750000,6080000,30210
1236,3697,3,Leverkusen,D1,2015,2015-11-21,Ein Frankfurt,Leverkusen,1,3,A,33,23,20,200750000,6080000,30210
1237,3740,3,Leverkusen,D1,2015,2015-11-29,Leverkusen,Schalke 04,1,1,D,33,23,20,200750000,6080000,30210
1238,3702,3,Leverkusen,D1,2015,2015-12-05,Hertha,Leverkusen,2,1,H,33,23,20,200750000,6080000,30210
1239,3904,3,Leverkusen,D1,2015,2015-12-12,Leverkusen,M'gladbach,5,0,H,33,23,20,200750000,6080000,30210
1240,3709,3,Leverkusen,D1,2015,2015-12-19,Ingolstadt,Leverkusen,0,1,A,33,23,20,200750000,6080000,30210
1241,3695,3,Leverkusen,D1,2015,2016-01-23,Hoffenheim,Leverkusen,1,1,D,33,23,20,200750000,6080000,30210
