,Match_ID,Unique_Team_ID,Unique_Team,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,KaderHome,AvgAgeHome,ForeignPlayersHome,OverallMarketValueHome,AvgMarketValueHome,StadiumCapacity
1548,6781,5,Schalke 04,D1,2007,2008-02-10,Dortmund,Schalke 04,2,3,A,30,26,16,106900000,3560000,62271
1549,6962,5,Schalke 04,D1,2007,2008-02-15,Schalke 04,Wolfsburg,1,2,A,30,26,16,106900000,3560000,62271
1550,6785,5,Schalke 04,D1,2007,2008-02-23,Leverkusen,Schalke 04,1,0,H,30,26,16,106900000,3560000,62271
1551,6615,5,Schalke 04,D1,2007,2008-03-01,Schalke 04,Bayern Munich,0,1,A,30,26,16,106900000,3560000,62271
1552,6786,5,Schalke 04,D1,2007,2008-03-08,Bielefeld,Schalke 04,0,2,A,30,26,16,106900000,3560000,62271
1553,6636,5,Schalke 04,D1,2007,2008-03-14,Schalke 04,Duisburg,2,1,H,30,26,16,106900000,3560000,62271
1554,6782,5,Schalke 04,D1,2007,2008-03-23,Hertha,Schalke 04,1,2,A,30,26,16,106900000,3560000,62271
1555,6774,5,Schalke 04,D1,2007,2008-03-29,Karlsruhe,Schalke 04,0,0,D,30,26,16,106900000,3560000,62271
1556,6889,5,Schalke 04,D1,2007,2008-04-05,Schalke 04,Hansa Rostock,1,0,H,30,26,16,106900000,3560000,62271
1557,6772,5,Schalke 04,D1,2007,2008-04-12,Werder Bremen,Schalke 04,5,1,H,30,26,16,106900000,3560000,62271
1558,7017,5,Schalke 04,D1,2007,2008-04-15,Schalke 04,Cottbus,5,0,H,30,26,16,106900000,3560000,62271
1559,6784,5,Schalke 04,D1,2007,2008-04-26,Hamburg,Schalke 04,0,1,A,30,26,16,106900000,3560000,62271
1560,6859,5,Schalke 04,D1,2007,2008-05-03,Schalke 04,Hannover,1,1,D,30,26,16,106900000,3560000,62271
1561,6783,5,Schalke 04,D1,2007,2008-05-06,Bochum,Schalke 04,0,3,A,30,26,16,106900000,3560000,62271
1562,6654,5,Schalke 04,D1,2007,2008-05-10,Schalke 04,Ein Frankfurt,1,0,H,30,26,16,106900000,3560000,62271
1563,6777,5,Schalke 04,D1,2007,2008-05-17,Nurnberg,Schalke 04,0,2,A,30,26,16,106900000,3560000,62271
1564,7451,5,Schalke 04,D1,2008,2008-08-16,Schalke 04,Hannover,3,0,H,29,25,17,128000000,4410000,62271
1565,7374,5,Schalke 04,D1,2008,2008-08-23,Werder Bremen,Schalke 04,1,1,D,29,25,17,128000000,4410000,62271
1566,7430,5,Schalke 04,D1,2008,2008-08-30,Schalke 04,Bochum,1,0,H,29,25,17,128000000,4410000,62271
1567,7380,5,Schalke 04,D1,2008,2008-09-13,Dortmund,Schalke 04,3,3,D,29,25,17,128000000,4410000,62271
1568,7253,5,Schalke 04,D1,2008,2008-09-20,Schalke 04,Ein Frankfurt,1,0,H,29,25,17,128000000,4410000,62271
1569,7378,5,Schalke 04,D1,2008,2008-09-26,FC Koln,Schalke 04,1,0,H,29,25,17,128000000,4410000,62271
1570,7548,5,Schalke 04,D1,2008,2008-10-05,Schalke 04,Wolfsburg,2,2,D,29,25,17,128000000,4410000,62271
1571,7381,5,Schalke 04,D1,2008,2008-10-19,Hamburg,Schalke 04,1,1,D,29,25,17,128000000,4410000,62271
1572,7579,5,Schalke 04,D1,2008,2008-10-25,Schalke 04,Bielefeld,0,0,D,29,25,17,128000000,4410000,62271
1573,7369,5,Schalke 04,D1,2008,2008-10-28,Karlsruhe,Schalke 04,0,3,A,29,25,17,128000000,4410000,62271
1574,7382,5,Schalke 04,D1,2008,2008-11-01,Cottbus,Schalke 04,0,2,A,29,25,17,128000000,4410000,62271
1575,7207,5,Schalke 04,D1,2008,2008-11-09,Schalke 04,Bayern Munich,1,2,A,29,25,17,128000000,4410000,62271
1576,7373,5,Schalke 04,D1,2008,2008-11-15,Leverkusen,Schalke 04,2,1,H,29,25,17,128000000,4410000,62271
1577,7557,5,Schalke 04,D1,2008,2008-11-22,Schalke 04,M'gladbach,3,1,H,29,25,17,128000000,4410000,62271
1578,7372,5,Schalke 04,D1,2008,2008-11-30,Stuttgart,Schalke 04,2,0,H,29,25,17,128000000,4410000,62271
1579,7469,5,Schalke 04,D1,2008,2008-12-06,Schalke 04,Hertha,1,0,H,29,25,17,128000000,4410000,62271
1580,7368,5,Schalke 04,D1,2008,2008-12-14,Hoffenheim,Schalke 04,1,1,D,29,25,17,128000000,4410000,62271
1581,7375,5,Schalke 04,D1,2008,2009-01-31,Hannover,Schalke 04,1,0,H,29,25,17,128000000,4410000,62271
1582,7408,5,Schalke 04,D1,2008,2009-02-07,Schalke 04,Werder Bremen,1,0,H,29,25,17,128000000,4410000,62271
1583,7379,5,Schalke 04,D1,2008,2009-02-14,Bochum,Schalke 04,2,1,H,29,25,17,128000000,4410000,62271
1584,7220,5,Schalke 04,D1,2008,2009-02-20,Schalke 04,Dortmund,1,1,D,29,25,17,128000000,4410000,62271
1585,7377,5,Schalke 04,D1,2008,2009-02-28,Ein Frankfurt,Schalke 04,1,2,A,29,25,17,128000000,4410000,62271
1586,7268,5,Schalke 04,D1,2008,2009-03-06,Schalke 04,FC Koln,1,0,H,29,25,17,128000000,4410000,62271
1587,7367,5,Schalke 04,D1,2008,2009-03-13,Wolfsburg,Schalke 04,4,3,H,29,25,17,128000000,4410000,62271
1588,7315,5,Schalke 04,D1,2008,2009-03-22,Schalke 04,Hamburg,1,2,A,29,25,17,128000000,4410000,62271
1589,7370,5,Schalke 04,D1,2008,2009-04-03,Bielefeld,Schalke 04,0,2,A,29,25,17,128000000,4410000,62271
1590,7326,5,Schalke 04,D1,2008,2009-04-11,Schalke 04,Karlsruhe,2,0,H,29,25,17,128000000,4410000,62271
1591,7598,5,Schalke 04,D1,2008,2009-04-17,Schalke 04,Cottbus,4,0,H,29,25,17,128000000,4410000,62271
1592,7376,5,Schalke 04,D1,2008,2009-04-25,Bayern Munich,Schalke 04,0,1,A,29,25,17,128000000,4410000,62271
1593,7344,5,Schalke 04,D1,2008,2009-05-02,Schalke 04,Leverkusen,1,2,A,29,25,17,128000000,4410000,62271
1594,7371,5,Schalke 04,D1,2008,2009-05-10,M'gladbach,Schalke 04,1,0,H,29,25,17,128000000,4410000,62271
1595,7395,5,Schalke 04,D1,2008,2009-05-13,Schalke 04,Stuttgart,1,2,A,29,25,17,128000000,4410000,62271
1596,7383,5,Schalke 04,D1,2008,2009-05-16,Hertha,Schalke 04,0,0,D,29,25,17,128000000,4410000,62271
1597,7728,5,Schalke 04,D1,2008,2009-05-23,Schalke 04,Hoffenheim,2,3,A,29,25,17,128000000,4410000,62271
1598,59,5,Schalke 04,D1,2009,2009-08-08,Nurnberg,Schalke 04,1,2,A,40,23,23,113550000,2840000,62271
1599,111,5,Schalke 04,D1,2009,2009-08-16,Schalke 04,Bochum,3,0,H,40,23,23,113550000,2840000,62271
1600,70,5,Schalke 04,D1,2009,2009-08-21,Hoffenheim,Schalke 04,0,0,D,40,23,23,113550000,2840000,62271
1601,7877,5,Schalke 04,D1,2009,2009-08-29,Schalke 04,Freiburg,0,1,A,40,23,23,113550000,2840000,62271
1602,55,5,Schalke 04,D1,2009,2009-09-13,FC Koln,Schalke 04,1,2,A,40,23,23,113550000,2840000,62271
1603,228,5,Schalke 04,D1,2009,2009-09-18,Schalke 04,Wolfsburg,1,2,A,40,23,23,113550000,2840000,62271
1604,67,5,Schalke 04,D1,2009,2009-09-26,Dortmund,Schalke 04,0,1,A,40,23,23,113550000,2840000,62271
1605,7845,5,Schalke 04,D1,2009,2009-10-02,Schalke 04,Ein Frankfurt,2,0,H,40,23,23,113550000,2840000,62271
1606,63,5,Schalke 04,D1,2009,2009-10-17,Stuttgart,Schalke 04,1,2,A,40,23,23,113550000,2840000,62271
1607,7904,5,Schalke 04,D1,2009,2009-10-25,Schalke 04,Hamburg,3,3,D,40,23,23,113550000,2840000,62271
1608,28,5,Schalke 04,D1,2009,2009-10-31,Schalke 04,Leverkusen,2,2,D,40,23,23,113550000,2840000,62271
1609,57,5,Schalke 04,D1,2009,2009-11-07,Bayern Munich,Schalke 04,1,1,D,40,23,23,113550000,2840000,62271
1610,123,5,Schalke 04,D1,2009,2009-11-21,Schalke 04,Hannover,2,0,H,40,23,23,113550000,2840000,62271
1611,56,5,Schalke 04,D1,2009,2009-11-28,M'gladbach,Schalke 04,1,0,H,40,23,23,113550000,2840000,62271
1612,168,5,Schalke 04,D1,2009,2009-12-06,Schalke 04,Hertha,2,0,H,40,23,23,113550000,2840000,62271
1613,61,5,Schalke 04,D1,2009,2009-12-12,Werder Bremen,Schalke 04,0,2,A,40,23,23,113550000,2840000,62271
1614,179,5,Schalke 04,D1,2009,2009-12-18,Schalke 04,Mainz,1,0,H,40,23,23,113550000,2840000,62271
1615,43,5,Schalke 04,D1,2009,2010-01-17,Schalke 04,Nurnberg,1,0,H,40,23,23,113550000,2840000,62271
1616,65,5,Schalke 04,D1,2009,2010-01-23,Bochum,Schalke 04,2,2,D,40,23,23,113550000,2840000,62271
1617,430,5,Schalke 04,D1,2009,2010-01-30,Schalke 04,Hoffenheim,2,0,H,40,23,23,113550000,2840000,62271
1618,58,5,Schalke 04,D1,2009,2010-02-06,Freiburg,Schalke 04,0,0,D,40,23,23,113550000,2840000,62271
1619,7874,5,Schalke 04,D1,2009,2010-02-14,Schalke 04,FC Koln,2,0,H,40,23,23,113550000,2840000,62271
1620,68,5,Schalke 04,D1,2009,2010-02-21,Wolfsburg,Schalke 04,2,1,H,40,23,23,113550000,2840000,62271
1621,7815,5,Schalke 04,D1,2009,2010-02-26,Schalke 04,Dortmund,2,1,H,40,23,23,113550000,2840000,62271
1622,66,5,Schalke 04,D1,2009,2010-03-06,Ein Frankfurt,Schalke 04,1,4,A,40,23,23,113550000,2840000,62271
1623,79,5,Schalke 04,D1,2009,2010-03-12,Schalke 04,Stuttgart,2,1,H,40,23,23,113550000,2840000,62271
1624,64,5,Schalke 04,D1,2009,2010-03-21,Hamburg,Schalke 04,2,2,D,40,23,23,113550000,2840000,62271
1625,69,5,Schalke 04,D1,2009,2010-03-27,Leverkusen,Schalke 04,0,2,A,40,23,23,113550000,2840000,62271
1626,7803,5,Schalke 04,D1,2009,2010-04-03,Schalke 04,Bayern Munich,1,2,A,40,23,23,113550000,2840000,62271
1627,71,5,Schalke 04,D1,2009,2010-04-10,Hannover,Schalke 04,4,2,H,40,23,23,113550000,2840000,62271
1628,253,5,Schalke 04,D1,2009,2010-04-17,Schalke 04,M'gladbach,3,1,H,40,23,23,113550000,2840000,62271
1629,60,5,Schalke 04,D1,2009,2010-04-24,Hertha,Schalke 04,0,1,A,40,23,23,113550000,2840000,62271
1630,98,5,Schalke 04,D1,2009,2010-05-01,Schalke 04,Werder Bremen,0,2,A,40,23,23,113550000,2840000,62271
1631,62,5,Schalke 04,D1,2009,2010-05-08,Mainz,Schalke 04,0,0,D,40,23,23,113550000,2840000,62271
1632,675,5,Schalke 04,D1,2010,2010-08-21,Hamburg,Schalke 04,2,1,H,36,24,23,139650000,3880000,62271
1633,739,5,Schalke 04,D1,2010,2010-08-28,Schalke 04,Hannover,1,2,A,36,24,23,139650000,3880000,62271
1634,679,5,Schalke 04,D1,2010,2010-09-10,Hoffenheim,Schalke 04,2,0,H,36,24,23,139650000,3880000,62271
1635,504,5,Schalke 04,D1,2010,2010-09-19,Schalke 04,Dortmund,1,3,A,36,24,23,139650000,3880000,62271
1636,670,5,Schalke 04,D1,2010,2010-09-22,Freiburg,Schalke 04,1,2,A,36,24,23,139650000,3880000,62271
1637,842,5,Schalke 04,D1,2010,2010-09-25,Schalke 04,M'gladbach,2,2,D,36,24,23,139650000,3880000,62271
1638,677,5,Schalke 04,D1,2010,2010-10-02,Nurnberg,Schalke 04,2,1,H,36,24,23,139650000,3880000,62271
1639,686,5,Schalke 04,D1,2010,2010-10-16,Schalke 04,Stuttgart,2,2,D,36,24,23,139650000,3880000,62271
1640,674,5,Schalke 04,D1,2010,2010-10-23,Ein Frankfurt,Schalke 04,0,0,D,36,24,23,139650000,3880000,62271
1641,641,5,Schalke 04,D1,2010,2010-10-30,Schalke 04,Leverkusen,0,1,A,36,24,23,139650000,3880000,62271
1642,819,5,Schalke 04,D1,2010,2010-11-05,Schalke 04,St Pauli,3,0,H,36,24,23,139650000,3880000,62271
1643,669,5,Schalke 04,D1,2010,2010-11-13,Wolfsburg,Schalke 04,2,2,D,36,24,23,139650000,3880000,62271
1644,703,5,Schalke 04,D1,2010,2010-11-20,Schalke 04,Werder Bremen,4,0,H,36,24,23,139650000,3880000,62271
1645,668,5,Schalke 04,D1,2010,2010-11-27,Kaiserslautern,Schalke 04,5,0,H,36,24,23,139650000,3880000,62271
1646,486,5,Schalke 04,D1,2010,2010-12-04,Schalke 04,Bayern Munich,2,0,H,36,24,23,139650000,3880000,62271
1647,683,5,Schalke 04,D1,2010,2010-12-12,Mainz,Schalke 04,0,1,A,36,24,23,139650000,3880000,62271
1648,552,5,Schalke 04,D1,2010,2010-12-18,Schalke 04,FC Koln,3,0,H,36,24,23,139650000,3880000,62271
1649,589,5,Schalke 04,D1,2010,2011-01-15,Schalke 04,Hamburg,0,1,A,36,24,23,139650000,3880000,62271
1650,667,5,Schalke 04,D1,2010,2011-01-22,Hannover,Schalke 04,0,1,A,36,24,23,139650000,3880000,62271
1651,1033,5,Schalke 04,D1,2010,2011-01-29,Schalke 04,Hoffenheim,0,1,A,36,24,23,139650000,3880000,62271
1652,676,5,Schalke 04,D1,2010,2011-02-04,Dortmund,Schalke 04,0,0,D,36,24,23,139650000,3880000,62271
1653,573,5,Schalke 04,D1,2010,2011-02-12,Schalke 04,Freiburg,1,0,H,36,24,23,139650000,3880000,62271
1654,680,5,Schalke 04,D1,2010,2011-02-20,M'gladbach,Schalke 04,2,1,H,36,24,23,139650000,3880000,62271
1655,666,5,Schalke 04,D1,2010,2011-02-26,Schalke 04,Nurnberg,1,1,D,36,24,23,139650000,3880000,62271
1656,682,5,Schalke 04,D1,2010,2011-03-05,Stuttgart,Schalke 04,1,0,H,36,24,23,139650000,3880000,62271
1657,546,5,Schalke 04,D1,2010,2011-03-12,Schalke 04,Ein Frankfurt,2,1,H,36,24,23,139650000,3880000,62271
1658,678,5,Schalke 04,D1,2010,2011-03-20,Leverkusen,Schalke 04,2,0,H,36,24,23,139650000,3880000,62271
1659,673,5,Schalke 04,D1,2010,2011-04-01,St Pauli,Schalke 04,0,2,A,36,24,23,139650000,3880000,62271
1660,832,5,Schalke 04,D1,2010,2011-04-09,Schalke 04,Wolfsburg,1,0,H,36,24,23,139650000,3880000,62271
1661,681,5,Schalke 04,D1,2010,2011-04-16,Werder Bremen,Schalke 04,1,1,D,36,24,23,139650000,3880000,62271
1662,606,5,Schalke 04,D1,2010,2011-04-23,Schalke 04,Kaiserslautern,0,1,A,36,24,23,139650000,3880000,62271
1663,671,5,Schalke 04,D1,2010,2011-04-30,Bayern Munich,Schalke 04,4,1,H,36,24,23,139650000,3880000,62271
1664,771,5,Schalke 04,D1,2010,2011-05-07,Schalke 04,Mainz,1,3,A,36,24,23,139650000,3880000,62271
1665,672,5,Schalke 04,D1,2010,2011-05-14,FC Koln,Schalke 04,2,1,H,36,24,23,139650000,3880000,62271
1666,1311,5,Schalke 04,D1,2011,2011-08-06,Stuttgart,Schalke 04,3,0,H,37,24,20,136730000,3700000,62271
1667,1180,5,Schalke 04,D1,2011,2011-08-13,Schalke 04,FC Koln,5,1,H,37,24,20,136730000,3700000,62271
1668,1312,5,Schalke 04,D1,2011,2011-08-21,Mainz,Schalke 04,2,4,A,37,24,20,136730000,3700000,62271
1669,1486,5,Schalke 04,D1,2011,2011-08-28,Schalke 04,M'gladbach,1,0,H,37,24,20,136730000,3700000,62271
1670,1298,5,Schalke 04,D1,2011,2011-09-11,Wolfsburg,Schalke 04,2,1,H,37,24,20,136730000,3700000,62271
1671,1100,5,Schalke 04,D1,2011,2011-09-18,Schalke 04,Bayern Munich,0,2,A,37,24,20,136730000,3700000,62271
1672,1195,5,Schalke 04,D1,2011,2011-09-24,Schalke 04,Freiburg,4,2,H,37,24,20,136730000,3700000,62271
1673,1309,5,Schalke 04,D1,2011,2011-10-02,Hamburg,Schalke 04,1,2,A,37,24,20,136730000,3700000,62271
1674,1232,5,Schalke 04,D1,2011,2011-10-15,Schalke 04,Kaiserslautern,1,2,A,37,24,20,136730000,3700000,62271
1675,1305,5,Schalke 04,D1,2011,2011-10-23,Leverkusen,Schalke 04,0,1,A,37,24,20,136730000,3700000,62271
1676,1647,5,Schalke 04,D1,2011,2011-10-29,Schalke 04,Hoffenheim,3,1,H,37,24,20,136730000,3700000,62271
1677,1300,5,Schalke 04,D1,2011,2011-11-06,Hannover,Schalke 04,2,2,D,37,24,20,136730000,3700000,62271
1678,1289,5,Schalke 04,D1,2011,2011-11-19,Schalke 04,Nurnberg,4,0,H,37,24,20,136730000,3700000,62271
1679,1304,5,Schalke 04,D1,2011,2011-11-26,Dortmund,Schalke 04,2,0,H,37,24,20,136730000,3700000,62271
1680,1627,5,Schalke 04,D1,2011,2011-12-04,Schalke 04,Augsburg,3,1,H,37,24,20,136730000,3700000,62271
1681,1303,5,Schalke 04,D1,2011,2011-12-09,Hertha,Schalke 04,1,2,A,37,24,20,136730000,3700000,62271
1682,1346,5,Schalke 04,D1,2011,2011-12-17,Schalke 04,Werder Bremen,5,0,H,37,24,20,136730000,3700000,62271
1683,1315,5,Schalke 04,D1,2011,2012-01-21,Schalke 04,Stuttgart,3,1,H,37,24,20,136730000,3700000,62271
1684,1299,5,Schalke 04,D1,2011,2012-01-28,FC Koln,Schalke 04,1,4,A,37,24,20,136730000,3700000,62271
1685,1431,5,Schalke 04,D1,2011,2012-02-04,Schalke 04,Mainz,1,1,D,37,24,20,136730000,3700000,62271
1686,1308,5,Schalke 04,D1,2011,2012-02-11,M'gladbach,Schalke 04,3,0,H,37,24,20,136730000,3700000,62271
1687,1472,5,Schalke 04,D1,2011,2012-02-19,Schalke 04,Wolfsburg,4,0,H,37,24,20,136730000,3700000,62271
1688,1310,5,Schalke 04,D1,2011,2012-02-26,Bayern Munich,Schalke 04,2,0,H,37,24,20,136730000,3700000,62271
1689,1302,5,Schalke 04,D1,2011,2012-03-03,Freiburg,Schalke 04,2,1,H,37,24,20,136730000,3700000,62271
1690,1216,5,Schalke 04,D1,2011,2012-03-11,Schalke 04,Hamburg,3,1,H,37,24,20,136730000,3700000,62271
1691,1306,5,Schalke 04,D1,2011,2012-03-18,Kaiserslautern,Schalke 04,1,4,A,37,24,20,136730000,3700000,62271
1692,1264,5,Schalke 04,D1,2011,2012-03-24,Schalke 04,Leverkusen,2,0,H,37,24,20,136730000,3700000,62271
1693,1296,5,Schalke 04,D1,2011,2012-04-01,Hoffenheim,Schalke 04,1,1,D,37,24,20,136730000,3700000,62271
1694,1369,5,Schalke 04,D1,2011,2012-04-08,Schalke 04,Hannover,3,0,H,37,24,20,136730000,3700000,62271
1695,1297,5,Schalke 04,D1,2011,2012-04-11,Nurnberg,Schalke 04,4,1,H,37,24,20,136730000,3700000,62271
1696,1117,5,Schalke 04,D1,2011,2012-04-14,Schalke 04,Dortmund,1,2,A,37,24,20,136730000,3700000,62271
1697,1307,5,Schalke 04,D1,2011,2012-04-22,Augsburg,Schalke 04,1,1,D,37,24,20,136730000,3700000,62271
1698,1409,5,Schalke 04,D1,2011,2012-04-28,Schalke 04,Hertha,4,0,H,37,24,20,136730000,3700000,62271
1699,1301,5,Schalke 04,D1,2011,2012-05-05,Werder Bremen,Schalke 04,2,3,A,37,24,20,136730000,3700000,62271
1700,1897,5,Schalke 04,D1,2012,2012-08-26,Hannover,Schalke 04,2,2,D,28,24,17,171000000,6110000,62271
1701,2208,5,Schalke 04,D1,2012,2012-09-01,Schalke 04,Augsburg,3,1,H,28,24,17,171000000,6110000,62271
1702,1901,5,Schalke 04,D1,2012,2012-09-15,Greuther Furth,Schalke 04,0,2,A,28,24,17,171000000,6110000,62271
